stationNumber,slope,lowBound,hightBound,slopeInt,meanWind,mw1990,mw2017,pw1990,pw2017
966850-99999,0.07142857142857703,-0.05558060090750347,0.19843774376465753,0,15.607142857142858,20,19,138,113
865850-99999,0.42255062944718824,-0.4349461103753093,1.2800473692696857,0,30.571428571428573,26,40,91,75
296360-99999,-0.2747673782156551,-0.39334099064934214,-0.15619376578196809,-1,23.0,30,23,221,229
161080-99999,0.16365626710454373,0.0020047996519012012,0.32530773455718626,1,22.214285714285715,18,24,81,85
476920-99999,0.0032840722495879604,-0.0890443367638955,0.09561248126307142,0,28.928571428571427,27,29,85,108
028750-99999,0.12588943623426943,-0.06750203934212345,0.3192809118106623,0,34.142857142857146,37,38,187,194
873280-99999,0.3423645320197135,0.07676213019141404,0.6079669338480129,1,22.25,22,33,334,48
607380-99999,-0.8754789272030865,-1.209958695563444,-0.5409991588427291,-1,55.17857142857143,57,37,319,268
361520-99999,-0.029282977558834078,-0.2929184245466965,0.23435246942902832,0,37.964285714285715,45,43,217,245
037460-99999,-0.053639846743293584,-0.15684309238213917,0.04956339889555199,0,46.5,50,46,241,248
111270-99999,0.2794198139025793,0.16884373637706826,0.3899958914280903,1,15.321428571428571,15,20,135,79
946550-99999,1.1565407772304563,0.711905347004121,1.6011762074567917,1,35.642857142857146,28,42,262,183
786270-99999,-0.11548987411056587,-0.34027363726914905,0.1092938890480173,0,15.357142857142858,16,14,133,139
589440-99999,-0.5432402846196005,-0.711369637105248,-0.37511093213395297,-1,41.035714285714285,51,39,30,22
477660-99999,0.11357416529830855,0.0066470743019253625,0.22050125629469175,1,23.321428571428573,26,26,269,308
484070-99999,0.14504652435687276,0.029431586750196345,0.26066146196354917,1,19.214285714285715,19,25,317,33
948700-99999,-0.09168035030103527,-0.193959207364526,0.010598506762455426,0,45.964285714285715,54,44,313,288
948120-99999,-0.2870826491516237,-0.5859777671096702,0.011812468806422838,0,61.464285714285715,60,58,267,251
076020-99999,-0.1841817186644806,-0.24683368272315967,-0.12152975460580154,-1,32.32142857142857,34,30,245,279
224380-99999,-0.04542966611931687,-0.2807679096952317,0.18990857745659795,0,57.357142857142854,64,61,192,209
476713-99999,-0.1688560481663907,-0.3423972336726629,0.004685137339881518,0,18.107142857142858,26,18,9,57
679630-99999,0.08894362342638193,-0.09012808690778132,0.2680153337605452,0,25.535714285714285,23,19,60,111
766793-99999,-0.9329501915708943,-1.5528254116120928,-0.31307497152969577,-1,39.82142857142857,52,30,36,34
879250-99999,-0.3201970443349691,-0.5230008980888721,-0.11739319058106615,-1,65.28571428571429,83,63,281,274
702190-26615,-0.24657909140667988,-0.3967679897842918,-0.09639019302906798,-1,51.892857142857146,57,49,46,344
110100-99999,0.4518336070060276,0.23389785716974723,0.669769356842308,1,36.535714285714285,31,51,285,268
107550-99999,-0.19074986316366618,-0.47817364635805026,0.09667392003071787,0,36.25,30,33,277,245
119160-99999,0.6573617952928468,0.29670365539135113,1.0180199351943424,1,81.07142857142857,81,99,280,289
311740-99999,0.11165845648604039,0.026661431757086296,0.1966554812149945,1,32.0,26,33,308,355
638010-99999,-0.3147235905856619,-0.6091752315566517,-0.020271949614672158,-1,23.285714285714285,29,18,141,213
124970-99999,-0.012041598248492408,-0.10088300725636518,0.07679981075938036,0,37.5,41,40,258,250
075790-99999,0.45840175150520523,0.2868761665380104,0.6299273364724001,1,44.607142857142854,37,49,343,345
839070-99999,-0.09414340448823263,-0.15191422616354294,-0.036372582812922334,-1,27.714285714285715,30,26,74,96
152600-99999,0.4209085933223907,0.26824063987709684,0.5735765467676845,1,19.714285714285715,12,21,289,237
486470-99999,-0.02271483305966425,-0.1187725599272044,0.0733428938078759,0,16.607142857142858,13,16,229,244
082720-99999,0.004378762999452446,-0.1234906377817056,0.1322481637806105,0,30.928571428571427,31,27,293,330
443130-99999,0.5084838533114437,0.22365998532736386,0.7933077212955236,1,31.642857142857142,21,49,286,273
317350-99999,0.1070060207991276,0.0035501133433625404,0.21046192825489268,1,37.25,38,39,241,254
279620-99999,-0.6398467432950283,-0.806096780729591,-0.47359670586046565,-1,38.785714285714285,47,28,222,244
444620-99999,-0.22194854953475956,-0.45049749167304665,0.006600392603527544,0,8.75,12,12,62,96
719280-99999,0.17898193760263287,0.07776111808023624,0.2802027571250295,1,21.714285714285715,23,24,19,265
218020-99999,-0.20060207991242684,-0.2927405957974324,-0.10846356402742131,-1,37.035714285714285,41,34,273,294
542590-99999,0.08100711548987755,-0.025281886750608815,0.18729611773036392,0,17.5,19,22,239,250
843900-99999,0.4266557197592073,-0.10065817717301878,0.9539696166914333,0,58.392857142857146,91,61,172,180
407890-99999,0.29720853858785584,-0.03789482466149985,0.6323119018372115,0,15.071428571428571,14,35,317,344
961090-99999,0.060481663929943,-0.056663418677498564,0.17762674653738458,0,9.464285714285714,11,17,79,256
564440-99999,-0.215927750410506,-0.4551713712543739,0.02331587043336189,0,19.392857142857142,30,19,183,323
479300-99999,-0.04597701149425165,-0.1334360181363306,0.0414819951478273,0,52.92857142857143,55,51,68,38
540270-99999,-0.2211275314723628,-0.3123336059923816,-0.129921456952344,-1,24.571428571428573,27,24,327,316
947430-99999,-0.22851669403393277,-0.3792017099425415,-0.07783167812532404,-1,42.607142857142854,53,39,214,263
723495-13987,-0.19841269841270043,-0.29401471534741364,-0.10281068147798723,-1,42.107142857142854,46,41,176,188
724945-23293,0.06130268199233663,-0.04120475882103608,0.16381012280570934,0,28.5,26,30,325,291
484180-99999,-0.1434044882320779,-0.22662214022117746,-0.06018683624297835,-1,11.857142857142858,12,10,169,108
943650-99999,-0.24767378215654517,-0.3897355610555678,-0.10561200325752257,-1,38.464285714285715,41,36,113,134
955120-99999,-0.9318555008210164,-1.2432971314550572,-0.6204138701869758,-1,21.035714285714285,51,18,222,90
633330-99999,-0.001915708812258471,-0.244959559088975,0.24112814146445805,0,21.821428571428573,24,30,81,61
080210-99999,-0.31992337164750995,-0.424081368347647,-0.2157653749473729,-1,35.535714285714285,45,30,300,275
081810-99999,0.2561576354679823,0.171739954562978,0.34057531637298666,1,39.0,34,41,337,338
083830-99999,-0.10290093048714125,-0.25595680641685,0.05015494544256749,0,28.214285714285715,27,29,261,273
042030-99999,0.11275314723591112,-0.052549331120487874,0.2780556255923101,0,56.642857142857146,60,59,240,322
570830-99999,0.30979748221128,0.18338587458525996,0.43620908983730006,1,23.5,20,27,137,29
483810-99999,0.6828133552271592,0.48091095169884945,0.884715758755469,1,16.678571428571427,9,21,173,56
941200-99999,0.43814997263273414,0.2926707263372227,0.5836292189282456,1,36.392857142857146,27,33,326,11
081300-99999,-0.0068418171866413,-0.15791598017294173,0.1442323457996591,0,20.607142857142858,25,18,283,359
029150-99999,0.08784893267652334,-0.04965899815447179,0.2253568635075185,0,18.392857142857142,21,21,193,171
943870-99999,0.000547345374930619,-0.1361238002117119,0.13721849096157313,0,41.0,40,40,148,115
275950-99999,-0.39217296113848366,-0.578894954335778,-0.20545096794118933,-1,42.464285714285715,48,38,240,219
483540-99999,0.4997263273125466,0.3596459174978891,0.6398067371272042,1,11.428571428571429,11,18,357,86
719100-99999,0.1521620142309839,0.03611080022097546,0.26821322824099236,1,50.285714285714285,51,53,284,280
647000-99999,0.062123700054734526,-0.06978782481865065,0.1940352249281197,0,34.107142857142854,32,33,55,30
152800-99999,-0.38861521620142925,-0.8266425388822822,0.04941210647942368,0,85.5,91,73,275,295
522030-99999,0.16009852216749282,0.06060998539921081,0.25958705893577483,1,13.821428571428571,15,16,66,61
336630-99999,0.14340448823207885,0.022942214361490798,0.2638667621026669,1,13.214285714285714,14,19,305,322
374320-99999,0.5374931581828302,-0.12913993050165162,1.204126246867312,0,11.0,14,75,90,14
524180-99999,0.2192118226601028,0.16560067521557753,0.2728229701046281,1,19.678571428571427,18,22,311,7
702670-26415,0.23125342090859408,0.052492734306139655,0.4100141075110485,1,41.535714285714285,35,42,132,145
085890-99999,-0.2963875205254462,-0.6721731063351898,0.07939806528429738,0,64.17857142857143,80,66,44,34
115020-99999,0.2099069512862585,-0.0532333033430378,0.4730472059155548,0,33.535714285714285,23,32,283,289
603550-99999,0.29912424740010823,0.09266734496134463,0.5055811498388718,1,32.892857142857146,23,38,22,317
828930-99999,-0.7008757525999008,-0.8485600550480494,-0.5531914501517521,-1,34.892857142857146,45,24,117,135
827040-99999,0.28845101258894734,0.16662996042993983,0.41027206474795486,1,10.428571428571429,6,14,157,321
975300-99999,-0.1836343732895545,-0.4223201708535359,0.05505142427442686,0,14.821428571428571,10,13,144,133
036913-99999,0.05856595511768309,-0.11097628087557168,0.22810819111093786,0,41.142857142857146,44,45,244,241
670230-99999,0.2339901477832596,-0.5411629316920938,1.009143227258613,0,36.25,38,29,155,186
545273-99999,-0.1275314723590588,-0.29350850215298063,0.038445557434863054,0,33.857142857142854,38,35,227,281
260590-99999,-0.016420361247945964,-0.07239260996312138,0.03955188746722946,0,21.714285714285715,24,23,220,208
471300-99999,-0.5799124247400215,-0.6909235305678602,-0.4689013189121828,-1,33.535714285714285,39,25,279,264
012180-99999,0.07498631636562758,-0.11116594623933704,0.26113857897059223,0,28.071428571428573,27,29,153,150
419360-99999,-0.13273125342090875,-0.2581263574046194,-0.007336149437198042,-1,14.964285714285714,19,16,157,184
128920-99999,0.12972085385877685,-0.047719033549451645,0.3071607412670053,0,33.214285714285715,20,36,330,287
607140-99999,0.10563765736179637,-0.037539614400127735,0.24881492912372047,0,42.42857142857143,40,41,319,310
827950-99999,0.13519430760810291,-0.01904694440877877,0.2894355596249846,0,39.42857142857143,38,45,109,116
416400-99999,0.008757525998905967,-0.05298625582230454,0.07050130782011647,0,8.5,9,7,47,315
063440-99999,-0.2988505747126455,-0.6388567159436753,0.04115556651838437,0,45.57142857142857,53,43,236,234
298460-99999,-0.4564860426929458,-0.7497658056237325,-0.16320627976215907,-1,31.714285714285715,38,0,213,0
726980-24229,-0.33743842364532345,-0.4613603787362384,-0.21351646855440848,-1,33.892857142857146,41,35,209,151
638440-99999,-0.4209085933223936,-0.8600609963741354,0.018243809729348137,0,34.07142857142857,38,50,174,80
070550-99999,-0.30213464696223785,-0.3714902173223087,-0.23277907660216698,-1,39.57142857142857,43,34,249,253
475690-99999,0.028461959496443368,-0.045167131808465016,0.10209105080135175,0,40.357142857142854,41,42,282,277
419780-99999,0.03147235905856355,-0.11917775881778161,0.1821224769349087,0,26.964285714285715,23,31,177,217
360340-99999,-0.21373836891078313,-0.3113930290779992,-0.11608370874356706,-1,40.392857142857146,46,38,202,207
915920-99999,-0.1316365626710499,-0.36487409646704505,0.10160097112494526,0,52.25,51,64,112,143
110300-99999,0.020799124247400297,-0.2506184046437432,0.29221665313854384,0,40.5,41,39,241,241
236780-99999,-0.10919540229884708,-0.2041961427220519,-0.014194661875642292,-1,23.75,31,24,189,130
426340-99999,-0.6899288451012697,-0.8696941259118252,-0.5101635642907143,-1,20.964285714285715,29,15,254,254
642100-99999,-0.0030103995621271196,-0.18907888695933706,0.18305808783508282,0,23.75,20,25,165,258
162610-99999,-0.20197044334975822,-0.43872728591598487,0.034786399216468394,0,37.214285714285715,38,42,299,304
014670-99999,-0.2238642583470123,-0.5702440077336066,0.12251549103958198,0,48.642857142857146,61,49,229,245
605250-99999,-0.5221674876847434,-0.7592100915419369,-0.28512488382754997,-1,43.07142857142857,42,38,9,2
655020-99999,-0.14668856048166493,-0.24887777040315076,-0.04449935056017909,-1,22.785714285714285,26,22,137,153
579720-99999,0.43076081007116335,0.12256796574186157,0.7389536544004651,1,14.428571428571429,11,39,250,137
417100-99999,-0.7780514504652521,-1.2089006075301656,-0.3472022934003387,-1,32.535714285714285,47,25,318,322
961450-99999,0.11330049261084299,0.0025186623063269686,0.224082322915359,1,22.142857142857142,25,23,33,161
588470-99999,0.5325670498084365,0.35221874482523136,0.7129153547916416,1,31.928571428571427,25,40,53,41
804350-99999,0.03968253968254132,-0.0895635411223972,0.16892862048747984,0,32.107142857142854,33,28,44,56
341720-99999,-0.06458675424192084,-0.20230704186919093,0.07313353338534925,0,46.42857142857143,55,44,263,237
471620-99999,-0.08538587848933074,-0.1929631137420842,0.02219135676342271,0,24.857142857142858,23,24,246,359
320610-99999,-0.19622331691297326,-0.2786224289404043,-0.11382420488554224,-1,39.607142857142854,44,38,215,294
724855-23153,-0.0785440613026821,-0.16482460507595612,0.0077364824705919155,0,44.535714285714285,47,45,309,341
306830-99999,0.25862068965518076,0.10935687485960027,0.40788450445076124,1,12.107142857142858,14,22,11,335
577930-99999,0.016694033935414437,-0.06246929080697487,0.09585735867780375,0,19.035714285714285,20,19,24,103
489140-99999,0.3155446086480617,0.2536620091016676,0.37742720819445585,1,15.035714285714286,11,19,92,164
595670-99999,-0.8182813355227251,-1.085623751173152,-0.5509389198722983,-1,78.57142857142857,92,71,13,359
408350-99999,-0.5246305418719243,-0.769186867834674,-0.2800742159091745,-1,17.75,30,15,260,267
780730-99999,-0.48549534756432444,-0.6969722215600013,-0.2740184735686476,-1,37.857142857142854,39,30,87,68
129820-99999,0.06458675424192739,-0.007473401683047873,0.13664691016690267,0,31.0,30,34,337,294
014843-99999,-0.3565955117679265,-0.5906313491398562,-0.12255967439599677,-1,111.82142857142857,122,111,213,233
943900-99999,-0.4693486590038392,-0.561582236303683,-0.3771150817039954,-1,53.17857142857143,59,42,125,104
714650-99999,-0.8232074438971149,-1.182448443101237,-0.46396644469299264,-1,42.5,49,0,223,0
724230-93821,-0.0925013683634342,-0.19417689520725806,0.009174158480389646,0,34.92857142857143,41,37,230,234
711080-99999,0.2750410509031278,0.1155728543697824,0.43450924743647323,1,24.678571428571427,26,31,200,150
535930-99999,0.24356869184455787,0.19929165900019608,0.28784572468891967,1,18.642857142857142,16,21,264,305
724507-13981,-0.2977558839627817,-0.41990201341470207,-0.1756097545108613,-1,44.285714285714285,52,44,169,167
766340-99999,0.11767925561028461,-0.048025638880592886,0.28338415010116214,0,20.0,10,16,36,77
604300-99999,0.009304871373837231,-0.11872034815345653,0.137330090901131,0,28.642857142857142,29,30,99,95
360380-99999,0.08976464148878302,-0.04884309630758207,0.2283723792851481,0,23.785714285714285,25,29,174,187
648600-99999,0.007662835249038352,-0.22769278504292084,0.24301845554099755,0,24.428571428571427,20,23,90,287
718150-99999,-0.07006020799124563,-0.19690550098240647,0.05678508499991522,0,52.07142857142857,51,54,268,275
858620-99999,0.18691844553913733,-0.10481670436285917,0.47865359544113384,0,31.107142857142858,28,28,231,266
719340-99999,-0.11494252873563113,-0.2478445298866432,0.017959472415380956,0,24.785714285714285,29,29,302,222
833780-99999,0.17898193760263412,0.014029574780703796,0.3439343004245644,1,23.357142857142858,26,29,70,109
976860-99999,-0.14723590585658725,-0.4726129977180885,0.17814118600491402,0,21.071428571428573,35,25,155,146
915770-99999,-0.7914614121510819,-0.9364266422464849,-0.6464961820556789,-1,34.785714285714285,42,24,164,178
160990-99999,0.03886152162014696,-0.11780888826263179,0.1955319315029257,0,13.785714285714286,18,21,42,62
429700-99999,-4.965790914066902,-11.58835902187692,1.6567771937431157,0,212.67857142857142,213,8,29,174
607280-99999,-0.024356869184461685,-0.4596134662771898,0.41089972790826645,0,40.464285714285715,34,2,349,258
702590-26523,0.03338806787082743,-0.051697978635074776,0.11847411437672964,0,34.857142857142854,35,36,34,28
239660-99999,0.10262725779967476,-0.029412273869022662,0.23466678946837216,0,11.75,12,17,199,203
947440-99999,0.44033935413247094,0.2352865399360806,0.6453921683288613,1,22.035714285714285,25,30,281,280
722140-93805,-0.2777777777777767,-0.401361402944658,-0.15419415261089536,-1,25.607142857142858,35,25,71,75
471590-99999,-0.3960043787630051,-0.4958904561414442,-0.29611830138456596,-1,35.392857142857146,41,32,354,295
946100-99999,0.481116584564863,0.33454469692352584,0.6276884722062002,1,44.357142857142854,33,48,157,170
535130-99999,0.30596606458676134,0.15660043830417247,0.4553316908693502,1,19.928571428571427,19,24,275,8
484590-99999,0.7629994526546426,0.47090018594114563,1.0550987193681396,1,18.571428571428573,17,31,249,160
164590-99999,-0.17952928297757048,-0.5873494158931958,0.22829084993805487,0,40.214285714285715,32,37,287,273
949790-99999,-0.11548987411056733,-0.41333511251754285,0.1823553642964082,0,34.714285714285715,34,30,328,291
417440-99999,-0.5807334428024157,-0.7332616558447556,-0.4282052297600758,-1,13.285714285714286,22,6,279,339
583670-99999,0.2260536398467477,0.1421908552781838,0.30991642441531164,1,37.642857142857146,36,41,83,71
574110-99999,0.2703886152162077,0.16191519641965835,0.3788620340127571,1,11.928571428571429,11,21,18,28
598380-99999,-0.03420908593322758,-0.2097768403607703,0.14135866849431514,0,42.392857142857146,39,37,61,62
915540-99999,0.20498084291188126,-0.0125920388937045,0.422553724717467,0,30.464285714285715,29,37,105,124
605810-99999,0.06759715380405534,-0.17475583152739,0.3099501391355007,0,37.107142857142854,41,35,35,27
389330-99999,0.05500821018062327,-0.10480856013156647,0.214824980492813,0,13.392857142857142,11,15,130,105
710780-99999,0.2003284072249671,0.07893292125567077,0.3217238931942634,1,33.5,37,37,300,332
624630-99999,-0.4912424740011018,-0.6836855058808933,-0.2987994421213103,-1,62.25,69,56,313,338
040630-99999,-0.6464148877942142,-0.7811237713813994,-0.5117060042070289,-1,43.857142857142854,45,35,272,250
038090-99999,-0.12835249042145386,-0.2900665146439465,0.03336153380103882,0,55.67857142857143,62,58,258,252
719170-99999,-0.0205254515599311,-0.1978066102021649,0.1567557070823027,0,29.678571428571427,34,34,98,159
547510-99999,-0.4989053092501439,-0.576635009878806,-0.42117560862148185,-1,50.107142857142854,57,46,351,344
476370-99999,0.37301587301587913,0.30178696224297225,0.444244783788786,1,20.25,16,25,240,251
762430-99999,-0.3872468527641044,-0.5756322350739104,-0.19886147045429847,-1,25.035714285714285,25,16,73,107
722597-93985,0.10892172961138513,-0.053623560202159554,0.2714670194249298,0,38.785714285714285,36,40,149,147
166870-99999,0.12588943623426546,-0.0015102184289000342,0.25328909089743096,0,20.857142857142858,19,19,353,25
012400-99999,-0.16392993979200643,-0.7014392500996987,0.3735793705156858,0,79.75,88,79,217,201
959090-99999,-0.6902025177887461,-1.2223245470652886,-0.15808048851220347,-1,75.28571428571429,70,78,327,314
822440-99999,-0.40558292282431413,-0.6295404047171862,-0.18162544093144203,-1,30.642857142857142,29,27,94,80
308230-99999,0.002463054187197694,-0.21602132710990601,0.2209474354843014,0,25.392857142857142,32,29,323,302
483150-99999,-0.051997810618501755,-0.09600683958135894,-0.007988781655644567,-1,3.2142857142857144,3,4,187,175
104390-99999,0.2047071702244199,0.02615065731538105,0.3832636831334587,1,28.5,32,34,231,224
762253-99999,0.2613574165298338,-0.006945214844198244,0.5296600479038658,0,31.178571428571427,27,36,111,80
605550-99999,0.09031198686371478,-0.10702658664456613,0.28765056037199566,0,30.214285714285715,32,34,52,62
501360-99999,0.05829228243021456,-0.04411311356367581,0.16069767842410493,0,18.678571428571427,18,21,309,291
504340-99999,0.10782703886152331,0.04922037655394923,0.1664337011690974,1,21.071428571428573,20,23,263,270
946760-99999,0.11685823754789543,-0.13016316071308404,0.3638796358088749,0,30.964285714285715,31,33,249,141
763993-99999,-0.023535851122051032,-0.45766341146692074,0.4105917092228187,0,41.07142857142857,51,50,116,122
711140-99999,-0.04460864805692233,-0.17506276578749044,0.08584546967364579,0,35.035714285714285,38,36,280,129
103040-99999,0.11439518336070745,-0.11448407186140924,0.34327443858282414,0,32.42857142857143,37,33,238,236
911900-22516,-0.14586754241926875,-0.3013553612447428,0.00962027640620533,0,56.107142857142854,58,54,49,51
677810-99999,-0.17022441160372448,-0.27082261140538877,-0.0696262118020602,-1,22.785714285714285,25,23,77,96
725266-04751,-0.460043787629998,-0.609167936834768,-0.31091963842522796,-1,32.892857142857146,43,31,253,254
834980-99999,-0.37192118226601517,-0.6134704983915009,-0.13037186614052945,-1,25.107142857142858,30,5,84,57
949750-99999,0.19512862616311022,0.08654922506669002,0.3037080272595304,1,45.17857142857143,41,46,290,302
607640-99999,-0.5158730158730265,-0.6879868364951395,-0.3437591952509135,-1,47.75,51,36,68,64
610430-99999,0.2556102900930592,-0.05116657638623173,0.5623871565723502,0,36.857142857142854,41,44,88,128
022260-99999,-0.01231527093595991,-0.15688476051859965,0.13225421864667983,0,39.75,41,41,236,242
763900-99999,-0.22906403940886252,-0.40060211272189405,-0.057525966095830994,-1,33.892857142857146,46,32,197,119
616410-99999,-0.09715380405035168,-0.22398959725009712,0.029681989149393767,0,44.17857142857143,52,48,345,1
071430-99999,-0.4017515051997852,-0.4676545149993503,-0.3358484954002201,-1,32.714285714285715,40,25,257,255
804570-99999,nan,nan,nan,0,22.37037037037037,16.0,nan,66.0,nan
727770-94012,0.2703886152162034,0.10672443408393645,0.4340527963484703,1,43.785714285714285,38,47,252,247
228370-99999,-0.036398467432946835,-0.15653384309438997,0.0837369082284963,0,23.892857142857142,29,26,203,240
637720-99999,-0.2443897099069522,-0.5686157425794691,0.07983632276556474,0,41.035714285714285,47,40,170,148
560790-99999,0.12233169129720886,0.029010824119885023,0.21565255847453269,1,23.25,20,24,31,11
945820-99999,-0.22249589490969207,-0.4508470701226749,0.005855280303290744,0,29.892857142857142,32,21,203,173
478570-99999,-0.05747126436781752,-0.13660029560451464,0.021657766868879602,0,46.357142857142854,47,47,297,297
680140-99999,0.3327859879584096,0.06701724668559311,0.5985547292312261,1,18.357142857142858,17,24,95,81
802140-99999,0.1937602627257831,-0.006492142043269117,0.3940126674948353,0,19.857142857142858,18,24,169,143
014150-99999,0.0571975916803546,-0.06958176384640355,0.18397694720711275,0,46.392857142857146,50,48,210,232
076000-99999,0.11685823754789282,0.011347440695863784,0.22236903439992184,1,43.67857142857143,40,44,252,257
829170-99999,0.26245210727970414,0.11072003235548897,0.4141841822039193,1,13.892857142857142,18,19,15,335
619980-99999,0.012315270935960076,-0.10045500061245392,0.1250855424843741,0,95.75,96,93,257,283
306120-99999,0.0864805692391935,0.011169690603468396,0.16179144787491861,1,23.142857142857142,25,25,290,295
614980-99999,-0.2033388067870823,-0.37992353072050356,-0.02675408285366107,-1,24.321428571428573,31,26,26,35
582380-99999,0.31636562671046264,0.19124716795737629,0.441484085463549,1,25.571428571428573,26,28,66,87
407540-99999,0.4354132457580793,0.35861548838239216,0.5122110031337666,1,27.107142857142858,21,30,251,256
477560-99999,0.05993431855501337,-0.059511770902061376,0.1793804080120881,0,17.464285714285715,22,19,47,289
946960-99999,-0.6371100164203662,-1.2195464872644948,-0.054673545576237714,-1,26.142857142857142,40,16,283,240
476620-99999,-0.197865353037768,-0.27852859069623265,-0.11720211537930338,-1,31.607142857142858,36,29,341,323
836120-99999,-0.17679255610290062,-0.46722575350056794,0.1136406412947667,0,42.142857142857146,48,39,87,49
711270-99999,-0.1529830322933781,-1.6275546446384968,1.3215885800517406,0,36.82142857142857,38,29,265,284
033770-99999,0.035577449370557956,-0.10466447891742808,0.175819377658544,0,47.142857142857146,52,49,232,234
943020-99999,0.012862616310893304,-0.1382318477082212,0.1639570803300078,0,48.035714285714285,49,52,198,211
383960-99999,-0.23809523809524305,-0.31521073473134237,-0.16097974145914373,-1,35.357142857142854,37,35,23,28
637140-99999,-0.12616310892173227,-0.2937852385386309,0.04145902069516638,0,16.964285714285715,18,15,46,11
528890-99999,0.26874657909141164,0.1298930125460701,0.4076001456367532,1,11.214285714285714,9,10,70,90
121950-99999,0.11603721948550028,-0.017283197734688643,0.2493576367056892,0,34.642857142857146,37,35,258,246
714290-99999,-0.05199781061849851,-0.14035704006474337,0.036361418827746336,0,47.214285714285715,51,45,286,272
670950-99999,0.29337712096333,0.10555447942245874,0.48119976250420127,1,22.071428571428573,16,30,164,189
432950-99999,-0.22140120415982617,-0.33579599408418126,-0.10700641423547107,-1,15.892857142857142,21,13,239,231
592540-99999,0.1978653530377661,0.07294676609871878,0.3227839399768134,1,11.964285714285714,5,13,308,19
624350-99999,-0.32484948002189346,-0.5131084456578417,-0.1365905143859452,-1,31.75,42,29,353,1
833930-99999,-0.09359605911330098,-0.1928939317995694,0.005701813572967451,0,14.571428571428571,17,13,108,108
167490-99999,0.04679802955665474,-0.15297406427430532,0.2465701233876148,0,42.892857142857146,47,41,282,258
105000-99999,0.05993431855501219,-0.23142794664881938,0.35129658375884376,0,31.464285714285715,34,37,243,237
949180-99999,-0.10536398467432743,-0.317237435459265,0.10650946611061017,0,18.464285714285715,24,10,313,339
063750-99999,0.11877394636015706,-0.09503413031085176,0.3325820230311659,0,36.285714285714285,37,37,229,228
710900-99999,0.29255610290093564,0.15148580071016163,0.4336264050917097,1,44.67857142857143,42,49,302,312
012170-99999,0.2865353037766911,0.16837639442331698,0.40469421313006526,1,37.035714285714285,38,41,270,322
725240-14820,-0.06212370005473433,-0.13512476189908917,0.01087736178962051,0,42.964285714285715,45,44,237,238
945670-99999,0.3393541324575832,0.18544466262699838,0.49326360228816807,1,31.214285714285715,24,32,159,138
106330-99999,-0.24740010946909266,-0.6310817244595739,0.1362815055213886,0,32.57142857142857,19,26,275,267
283340-99999,0.42610837438424476,0.3420040002419087,0.5102127485265808,1,17.25,14,25,224,223
947670-99999,0.7627257799671638,0.4832973839542415,1.042154175980086,1,51.107142857142854,33,57,189,220
080850-99999,-0.11439518336070525,-0.24602933381747805,0.017238967096067537,0,34.785714285714285,33,29,340,337
670090-99999,-0.4761904761904808,-1.4687176862594309,0.5163367338784692,0,49.142857142857146,58,48,125,142
111850-99999,1.086480569239207,-1.707581045356753,3.880542183835167,0,36.214285714285715,26,27,251,276
400610-99999,nan,nan,nan,0,18.192307692307693,16.0,nan,300.0,nan
960330-99999,0.18856048166393435,-0.14530302135725454,0.5224239846851233,0,15.821428571428571,15,15,9,3
176090-99999,0.14012041598248717,0.051153329588986704,0.22908750237598763,1,37.57142857142857,36,38,244,243
727846-24160,-0.19020251778872413,-0.33509124001363993,-0.04531379556380832,-1,36.82142857142857,43,34,194,191
269410-99999,-0.2846195949644264,-0.37207999325313595,-0.19715919667571685,-1,31.0,35,30,257,215
836490-99999,0.4767378215654099,0.32637276461737386,0.6271028785134459,1,35.857142857142854,24,39,79,40
579020-99999,0.004652435686918255,-0.07233716600833426,0.08164203738217077,0,21.392857142857142,21,21,135,127
114380-99999,0.13957307060755542,0.02873192784168206,0.2504142133734288,1,34.714285714285715,33,39,295,282
601560-99999,0.14614121510673295,0.0435146328165887,0.2487677973968772,1,36.142857142857146,33,37,331,358
173520-99999,0.11631089217296448,0.01715567508297952,0.21546610926294943,1,26.75,27,28,118,96
338370-99999,-0.1310892172961167,-0.23749186857476765,-0.024686566017465744,-1,38.392857142857146,39,38,317,13
726770-24033,0.04214559386973371,-0.047062493251524756,0.13135368099099218,0,48.214285714285715,49,47,252,262
444490-99999,-0.2287903667214074,-0.4697564376142409,0.012175704171426133,0,16.357142857142858,16,11,110,125
571270-99999,0.07881773399014472,-0.04724001944222894,0.20487548742251838,0,12.0,6,11,133,111
605590-99999,-0.5112205801861034,-0.8240113572653942,-0.19842980310681252,-1,27.857142857142858,36,32,80,101
483510-99999,-0.1319102353585126,-0.17400762207937812,-0.08981284863764707,-1,2.7142857142857144,5,3,159,187
724286-93824,-0.3801313628899872,-0.4893487328616802,-0.27091399291829427,-1,28.821428571428573,36,27,230,240
717190-99999,0.27175697865352433,0.09480237098787814,0.4487115863191705,1,52.964285714285715,38,52,259,254
946610-99999,-0.3420908593322368,-0.492160825020277,-0.19202089364419664,-1,33.5,46,31,312,355
277070-99999,-0.24137931034482543,-0.3829760492701706,-0.0997825714194803,-1,23.071428571428573,33,23,259,242
572450-99999,0.04980842911877145,-0.07108954215569531,0.1707064003932382,0,13.571428571428571,9,12,59,99
684240-99999,-0.1735084838533256,-0.3450938769093176,-0.001923090797333632,-1,34.0,23,30,347,314
