stationNumber,slope,lowBound,hightBound,slopeInt,pw1985,pw1995
470410-99999,-0.7999999999999645,-1.4106743289129071,-0.18932567108702192,-1,300,284
767730-99999,-0.38181818181812255,-1.1578599269470105,0.39422356331076547,0,64,314
484780-99999,-0.009090909090883947,-2.0310202038783665,2.0128383856965986,0,192,213
020440-99999,0.4909090909090761,0.1279164346283314,0.8539017471898207,1,219,236
589680-99999,0.22727272727277104,-0.6621646879683976,1.1167101425139396,0,88,96
645600-99999,7.845454545454059,1.7975108805204139,13.893398210387705,1,217,11
238910-99999,0.027272727272740882,-0.8901484294087226,0.9446938839542044,0,259,248
403940-99999,0.5000000000000409,-0.5649580134743946,1.5649580134744763,0,243,304
719246-99999,-0.5454545454545339,-1.0895550253777988,-0.0013540655312688221,-1,112,114
946100-99999,0.4545454545454257,-0.4610555474328274,1.370146456523679,0,162,130
718730-99999,-1.0636363636363209,-1.8715698150764553,-0.25570291219618657,-1,289,304
311740-99999,1.34545454545452,0.6669805253242755,2.0239285655847645,1,334,1
224560-99999,-0.06363636363635816,-0.28587020451431094,0.15859747724159462,0,274,231
643600-99999,1.4181818181817514,0.4983819640141699,2.3379816723493327,1,164,100
747685-99999,-0.2454545454545327,-0.4406722767501722,-0.05023681415889325,-1,104,81
654720-99999,-0.9727272727272096,-1.715825537854517,-0.22962900759990224,-1,223,203
134650-99999,0.018181818181801868,-0.26578492203073184,0.3021485583943356,0,212,323
153660-99999,0.20909090909088723,-0.5970957830599941,1.0152776012417686,0,67,34
785145-99999,-0.09999999999993925,-0.935609994084028,0.7356099940841495,0,74,73
269410-99999,0.027272727272711794,-0.24615586344972512,0.3007013179951487,0,231,219
782240-99999,-0.5090909090909004,-1.339765683453134,0.3215838652713331,0,64,82
684610-99999,0.781818181818112,0.24712648880662658,1.3165098748295976,1,78,64
982330-99999,0.7181818181818171,-0.07353609363520608,1.5098997299988404,0,346,351
701195-99999,-0.1454545454545615,-0.8940028274254098,0.6030937365162868,0,341,352
512410-99999,0.09090909090905486,-0.5828387670621922,0.7646569488803019,0,234,178
722687-93033,0.29999999999997407,-0.06858094576119084,0.6685809457611389,0,214,207
108560-99999,0.05454545454545201,-0.3477456278374695,0.4568365369283735,0,254,240
532310-99999,0.23636363636364965,-0.16240777135013684,0.6351350440774362,0,192,200
589270-99999,0.7545454545454107,0.20225868585954387,1.3068322232312775,1,11,19
037960-99999,0.8363636363635631,0.017884379022490404,1.654842893704636,1,253,266
719020-99999,-0.45454545454540707,-1.1851762946462752,0.2760853855554609,0,299,302
229150-99999,-0.3090909090908882,-0.8933382601500535,0.27515644196827704,0,243,192
471030-99999,0.9454545454544592,0.35005338863497026,1.540855702273948,1,42,302
152600-99999,-0.16363636363635958,-0.45736424494235345,0.13009151766963428,0,264,276
864900-99999,-0.26363636363634546,-0.7774887175045383,0.2502159902318474,0,105,141
612260-99999,-0.20000000000001616,-1.1277354495607037,0.7277354495606715,0,85,176
767430-99999,1.2909090909090533,-2.56363736853206,5.145455550350166,0,69,30
670230-99999,-1.718181818181775,-5.358185434014737,1.921821797651187,0,167,102
604670-99999,0.8999999999998556,-1.8466233698195524,3.6466233698192636,0,302,332
166670-99999,-1.0727272727272537,-1.8929271106035888,-0.25252743485091855,-1,358,7
285930-99999,-0.20909090909090322,-0.43551425800739574,0.017332439825589296,0,226,242
716230-99999,-0.33636363636363953,-0.8118373506017733,0.1391100778744942,0,245,247
220120-99999,1.3363636363635933,0.4292445429172774,2.243482729809909,1,269,244
434660-99999,-0.5181818181817874,-0.7793032632285075,-0.25706037313506735,-1,256,260
034185-99999,-1.2272727272726733,-2.2512899943967075,-0.20325546014863916,-1,238,223
085360-99999,-0.4272727272726966,-1.13407167347015,0.2795262189247566,0,322,312
941840-99999,-1.1090909090908907,-2.5900929255427947,0.37191110736101307,0,87,96
725306-14855,-0.8090909090909166,-1.5631121368378378,-0.05506968134399559,-1,262,289
865750-99999,0.9545454545454026,-0.08901762490250875,1.998108533993314,0,138,188
233750-99999,-0.20909090909089034,-0.5951083748881494,0.1769265567063687,0,155,270
156350-99999,0.1636363636363436,-0.38715940484338396,0.7144321321160712,0,54,27
864500-99999,-0.9454545454545045,-1.3546941741250391,-0.5362149167839697,-1,84,78
724490-13993,0.08181818181814204,-0.5251126031178619,0.688748966754146,0,244,230
528560-99999,1.018181818181755,0.31856648387926934,1.7177971524842408,1,305,357
085450-99999,-1.3727272727272348,-2.048529510185086,-0.6969250352693838,-1,195,232
080840-99999,-0.6181818181817524,-1.267638600020439,0.03127496365693394,0,315,322
724796-99999,1.454545454545403,0.6838507566210941,2.225240152469712,1,344,285
126950-99999,-0.17272727272722133,-0.7710807524826888,0.42562620702824616,0,268,264
225510-99999,0.4727272727272558,0.10510376458407716,0.8403507808704345,1,107,185
293130-99999,-0.3999999999999666,-0.6728264191136597,-0.12717358088627356,-1,211,224
912850-21504,-0.5454545454544841,-1.0799704397786454,-0.010938651130322774,-1,237,168
727437-99999,0.4363636363635992,-0.05776884802153737,0.9304961207487358,0,281,327
351910-99999,1.5363636363635322,0.6131217394183669,2.4596055333086975,1,228,240
228290-99999,3.9968028886505635e-15,-1.2509240751969117,1.2509240751969197,0,200,285
718760-99999,-0.47272727272725135,-0.9017004877681047,-0.04375405768639801,-1,327,80
370090-99999,0.11818181818181817,-0.45906636796807654,0.6954300043317129,0,355,59
724398-99999,-1.3272727272726579,-2.9443024591051503,0.28975700455983455,0,249,293
424750-99999,-0.11818181818182105,-0.6425349705652093,0.40617133420156715,0,286,280
298220-99999,-0.9999999999999667,-1.431376445133452,-0.5686235548664812,-1,227,215
474130-99999,-0.7181818181817805,-1.0948339161029403,-0.34152972026062073,-1,208,158
303200-99999,0.18181818181819054,-0.2119728344751377,0.5756091981115188,0,244,231
633400-99999,1.7636363636363328,-0.45408764680590097,3.981360374078567,0,81,17
061510-99999,18.327272727271612,3.087950461719535,33.56659499282369,1,242,276
040480-99999,-1.0090909090908564,-2.373550219326604,0.35536840114489077,0,106,108
570360-99999,0.35454545454544073,-0.1920968602134312,0.9011877693043127,0,43,16
478700-99999,-0.33636363636360755,-0.7584348435076324,0.08570757078041724,0,30,333
286210-99999,-1.1636363636363103,-1.4197611112133348,-0.9075116160592857,-1,189,195
680240-99999,-0.33636363636361066,-1.173995678157002,0.5012684054297807,0,79,71
701940-26413,-0.31818181818178415,-0.7828592624957604,0.14649562613219208,0,32,24
603510-99999,1.309090909090929,0.3546906802106198,2.263491137971238,1,27,332
112310-99999,0.554545454545426,0.40768151389243074,0.7014093951984213,1,17,339
385450-99999,0.5636363636363408,0.10501543098371069,1.0222572962889709,1,3,17
787140-99999,0.8636363636363118,0.2281126287739873,1.4991600984986362,1,76,80
800990-99999,0.19999999999996798,-0.5557952879451328,0.9557952879450687,0,54,12
421230-99999,0.31818181818180946,-0.2090313010209487,0.8453949373845676,0,197,273
107340-99999,1.6545454545453695,0.8292053960744656,2.4798855130162734,1,231,199
351880-99999,-0.1727272727272764,-0.5418178363547309,0.19636329090017812,0,217,200
156400-99999,-0.03636363636365081,-0.3126133564894656,0.23988608376216397,0,338,334
833610-99999,-0.29999999999998495,-0.4999740371033208,-0.10002596289664914,-1,303,338
082610-99999,-0.6999999999999509,-1.0811170136508232,-0.3188829863490786,-1,250,235
319130-99999,-0.3909090909090702,-0.7707911142302037,-0.0110270675879367,-1,263,272
233050-99999,0.5818181818181323,-0.02375615830267408,1.1873925219389387,0,303,207
356330-99999,-0.43636363636363384,-0.8949845690162656,0.022257296288997863,0,51,54
726585-99999,-0.6909090909090851,-1.199475939493619,-0.1823422423245512,-1,247,280
077400-99999,11.790909090908329,-2.3014734043013334,25.88329158611799,0,49,20
124240-99999,0.018181818181835396,-0.28343913685028455,0.31980277321395534,0,255,257
914130-40308,-0.6090909090908703,-1.1271328410357948,-0.09104897714594584,-1,73,65
060600-99999,1.1636363636363365,-1.2346025565876064,3.5618752838602794,0,227,244
646620-99999,0.3272727272727378,-3.25669101127878,3.9112364658242558,0,110,227
031520-99999,0.7999999999999794,-0.30014022031980025,1.900140220319759,0,211,229
401800-99999,0.4909090909090774,0.018757807612544364,0.9630603742056105,1,230,265
831110-99999,-1.772727272727197,-3.8824151923365386,0.33696064688214467,0,189,200
067710-99999,0.027272727272727337,-0.1183057274638464,0.17285118200930108,0,196,221
309610-99999,-0.11818181818174756,-0.8958869762748225,0.6595233399113274,0,298,332
475530-99999,-0.20909090909089922,-0.5071858453082013,0.08900402712640287,0,12,2
725360-94830,-0.29999999999999094,-0.9104819238768391,0.31048192387685725,0,241,247
331360-99999,0.3999999999999604,-1.538941404909976,2.338941404909897,0,168,225
033880-99999,-3.9636363636361525,-6.843757233856035,-1.0835154934162703,-1,237,298
591340-99999,-0.16363636363635914,-0.5350748149230911,0.20780208765037272,0,79,77
576220-99999,0.06363636363634395,-0.8123860613338589,0.9396587886065468,0,98,360
066800-99999,-2.8636363636362185,-4.653243468680845,-1.074029258591592,-1,236,237
873200-99999,0.47272727272724735,-0.28182349718610356,1.2272780426405983,0,115,106
727575-94925,1.1909090909090319,0.5456989493780413,1.8361192324400224,1,317,313
471840-99999,-0.55454545454544,-0.8404089009079723,-0.2686820081829078,-1,341,339
714080-99999,0.30909090909083226,-1.0209246348761927,1.6391064530578572,0,185,282
466860-99999,-0.4636363636363239,-0.9682609538614958,0.04098822658884804,0,60,54
768450-99999,1.8454545454544053,-0.15676340487095208,3.847672495779763,0,101,305
224080-99999,-0.44545454545451246,-0.7580164747475745,-0.13289261616145043,-1,288,228
654570-99999,-0.6090909090908945,-1.0244282962720086,-0.1937535219097803,-1,250,198
040630-99999,1.7545454545453767,0.7651637078673086,2.743927201223445,1,181,251
725627-99999,-0.48181818181816993,-1.2534573775622782,0.2898210139259383,0,287,311
289520-99999,-0.236363636363647,-0.8026398810398107,0.3299126083125167,0,184,194
604250-99999,-0.7909090909090595,-1.641898675027016,0.06008049320889686,0,311,322
622710-99999,0.42727272727272236,0.19878342908535965,0.6557620254600851,1,35,37
543080-99999,0.12727272727273098,-0.163884182200417,0.41842963674587896,0,332,327
837440-99999,1.2636363636363113,0.14521693616216114,2.3820557911104614,1,61,63
723965-93209,0.48181818181819036,-0.027071962257389393,0.9907083258937701,0,254,260
644020-99999,0.3181818181817915,-0.09963723761144344,0.7360008739750263,0,271,279
239190-99999,5.690909090908782,-2.6342713554651187,14.016089537282683,0,300,228
800020-99999,1.3636363636364175,-6.4945629849492255,9.22183571222206,0,50,58
583210-99999,0.23636363636361013,-0.18754061879921125,0.6602678915264315,0,63,126
160540-99999,-1.1363636363635758,-1.4049370530674286,-0.8677902196597231,-1,103,269
688260-99999,0.28181818181816176,-0.31021921153018617,0.8738555751665097,0,194,217
480200-99999,-0.18181818181814258,-1.462441919703293,1.0988055560670078,0,126,118
768550-99999,2.0454545454544455,0.6184405427216391,3.472468548187252,1,251,214
800220-99999,-1.2181818181817132,-2.1973707406671594,-0.23899289569626692,-1,16,354
533520-99999,-0.2909090909090657,-0.7076583299664758,0.12584014814834443,0,260,260
388710-99999,-1.1909090909089945,-2.0031351540821656,-0.3786830277358235,-1,258,334
162190-99999,-3.3454545454544276,-4.051754680317176,-2.6391544105916798,-1,301,159
571340-99999,-0.17272727272727284,-0.5555665799129219,0.21011203445837623,0,250,248
476920-99999,0.09999999999998943,-0.14323255359423134,0.34323255359421023,0,85,114
725395-14833,-0.5636363636363315,-1.085519210329445,-0.04175351694321794,-1,233,242
485010-99999,0.2454545454545094,-0.9519393927430257,1.4428484836520445,0,159,54
722933-99999,-0.7818181818181751,-1.2628434123237309,-0.3007929513126193,-1,267,245
341220-99999,-0.845454545454495,-1.9824586243798046,0.29154953347081447,0,233,250
725556-99999,-0.618181818181804,-1.0258107139217398,-0.21055292244186802,-1,280,272
723925-23190,-0.936363636363573,-1.6826170543746257,-0.19011021835252018,-1,212,182
070280-99999,0.32727272727272005,-0.6097362753953045,1.2642817299407447,0,224,242
402900-99999,0.1909090909090696,-0.19070079978402343,0.5725189816021626,0,276,279
718720-99999,-0.4090909090909003,-0.9031758418727539,0.08499402369095332,0,253,254
528360-99999,-0.09090909090910193,-0.49296648690438005,0.3111483050861762,0,206,215
725240-14820,-0.41818181818182065,-0.8464972665975095,0.010133630233868207,0,233,237
714120-99999,0.836363636363596,0.3616317298176969,1.311095542909495,1,275,302
286590-99999,-0.18181818181813458,-1.814983044784917,1.4513466811486477,0,272,160
724650-23065,-0.6999999999999522,-1.3657140251264133,-0.034285974873491165,-1,245,237
301020-99999,12.409090909090143,-3.214396880286154,28.032578698466438,0,241,73
874360-99999,-0.05454545454548132,-2.107896234892024,1.9988053258010612,0,66,73
024280-99999,0.5181818181818032,0.2248541658139957,0.8115094705496106,1,190,202
987510-99999,-0.6181818181818018,-0.981950377000057,-0.2544132593635466,-1,139,148
488770-99999,-0.7909090909090479,-1.2663828051471921,-0.3154353766709036,-1,54,43
176090-99999,-0.2727272727272907,-0.7902700619774617,0.24481551652288036,0,236,240
161080-99999,0.41818181818180555,-0.020967800817789928,0.857331437181401,0,94,71
616790-99999,-0.8000000000000025,-1.574829747286131,-0.025170252713874075,-1,341,233
590650-99999,0.036363636363639706,-0.25154727525792925,0.32427454798520866,0,269,253
350410-99999,0.8909090909090094,-0.884210659110936,2.6660288409289548,0,268,151
400450-99999,-0.24545454545452206,-0.6881743287038531,0.19726523779480903,0,315,303
128220-99999,-0.14545454545454684,-0.3247366266689876,0.033827535759893945,0,308,315
725560-14941,-0.6181818181817658,-1.0504288523847447,-0.18593478397878682,-1,283,275
345100-99999,0.1545454545454379,-0.23990133408607028,0.5489922431769461,0,213,136
560800-99999,-0.11818181818181284,-0.24661060866708068,0.010246972303455004,0,344,355
637420-99999,-1.2636363636363148,-2.095865360669975,-0.43140736660265466,-1,84,79
298940-99999,-0.12727272727269234,-0.6893845071052789,0.4348390525598942,0,177,187
432950-99999,-0.527272727272702,-0.8112394674852357,-0.24330598706016832,-1,261,238
747810-99999,0.5363636363635922,-0.012851530615362039,1.0855788033425464,0,294,359
724830-23232,-1.2545454545453723,-2.046767711475698,-0.46232319761504637,-1,217,204
071000-99999,0.24545454545457623,-0.7324618138632635,1.223370904772416,0,268,264
443140-99999,-0.8545454545454101,-1.6080991301746068,-0.10099177891621347,-1,314,317
080110-99999,0.4090909090908905,0.003832136926249674,0.8143496812555313,1,278,283
727456-99999,0.5181818181817714,-0.0061713342016213035,1.042534970565164,0,306,314
986460-99999,0.6909090909090838,-0.20560615235500568,1.5874243341731733,0,47,51
979800-99999,0.24545454545454515,-0.2417345044537607,0.732643595362851,0,121,147
827650-99999,-0.6090909090908776,-1.2164860634788548,-0.0016957547029005093,-1,74,80
417180-99999,0.01818181818181852,-0.5551865562235581,0.5915501925871951,0,238,325
336580-99999,-0.8181818181817873,-1.1483633869967844,-0.4880002493667901,-1,325,307
300370-99999,0.390909090909098,-0.1536661902055524,0.9354843720237483,0,269,256
726555-99999,0.2999999999999501,-0.5229167331495603,1.1229167331494605,0,287,289
150730-99999,-0.5272727272727318,-1.0509533155855892,-0.0035921389598743136,-1,338,325
012710-99999,0.04545454545454364,-0.26529803764249754,0.3562071285515848,0,181,201
863150-99999,-0.6181818181818093,-0.8630510232930715,-0.3733126130705471,-1,120,124
834970-99999,1.218181818181773,0.3943234181259152,2.0420402182376307,1,105,68
722909-93115,0.18181818181818388,-0.4126351349360231,0.7762714985723909,0,270,263
973950-99999,0.6636363636362947,-1.4016600659085725,2.728932793181162,0,177,172
723565-99999,-0.6545454545454215,-1.1292773610913334,-0.17981354799950944,-1,216,212
702590-26523,-0.20909090909088768,-0.5738270249656484,0.15564520678387306,0,38,14
943670-99999,-0.4909090909090512,-1.6102734754004107,0.6284552935823082,0,128,131
569770-99999,-0.22727272727271153,-0.3489372932425778,-0.10560816130284528,-1,222,179
224710-99999,0.8999999999999697,0.5027043260422259,1.2972956739577135,1,205,220
480780-99999,-0.9636363636363612,-1.8094471550991122,-0.11782557217361023,-1,144,161
067340-99999,-0.2363636363636339,-0.3932822555004778,-0.07944501722678995,-1,255,247
683000-99999,-1.4090909090907857,-2.541622652493845,-0.27655916568772665,-1,196,199
677750-99999,0.4545454545454253,0.07287399897483587,0.8362169101160146,1,79,75
727687-99999,0.3636363636362976,-0.46295533140440237,1.1902280586769975,0,271,310
076880-99999,0.7181818181817992,-3.425331501023561,4.8616951373871595,0,97,260
722025-12849,-0.18181818181816922,-0.5380155582339066,0.17437919459756818,0,107,109
911977-99999,0.5090909090908324,-1.042386937295497,2.0605687554771617,0,229,218
385790-99999,-0.6818181818181825,-1.255964616011831,-0.10767174762453424,-1,326,322
377110-99999,5.199999999999736,-2.4969898053698607,12.896989805369333,0,189,310
994270-99999,0.5636363636363537,0.10195179683564248,1.025320930437065,1,237,260
543390-99999,-0.7272727272726831,-1.1509552171808988,-0.30359023736446733,-1,206,236
280970-99999,1.4727272727271545,-0.5980793656005252,3.5435339110548343,0,223,339
362310-99999,0.29999999999997484,0.0034856419213157297,0.596514358078634,1,247,290
228240-99999,-0.09090909090904908,-1.4863733175042029,1.3045551356861047,0,259,270
480180-99999,-0.3818181818181564,-0.8258627624008159,0.062226398764503144,0,73,65
387130-99999,-0.18181818181817322,-0.283494585017514,-0.0801417786188324,-1,94,120
433250-99999,0.5999999999999766,-0.4351763714989516,1.6351763714989047,0,171,202
218210-99999,-1.0818181818181376,-3.750693916153315,1.5870575525170398,0,271,124
725466-99999,0.25454545454543087,0.011602866347674268,0.4974880427431875,1,278,258
766650-99999,-0.19090909090908603,-0.5470404987389398,0.16522231692076772,0,165,135
306790-99999,-0.6090909090908829,-0.8790604283356809,-0.339121389846085,-1,261,19
726985-99999,-1.0909090909090482,-1.7229108645839943,-0.45890731723410194,-1,91,106
170560-99999,-0.2818181818181804,-0.6609572800019492,0.09732091636558843,0,11,36
645560-99999,13.427272727271877,-0.2756927601055068,27.13023821464926,0,281,100
488870-99999,-0.3363636363636333,-0.9856395059779003,0.31291223325063366,0,131,114
719170-99999,0.2636363636363863,-0.6651874577864475,1.19246018505922,0,69,260
576820-99999,0.04545454545454941,-0.18952375999355378,0.2804328509026526,0,297,291
313250-99999,2.363636363636224,-1.0331635048051457,5.760436232077593,0,58,43
389110-99999,0.2909090909090537,-0.23366805787584566,0.8154862396939531,0,319,342
419780-99999,-1.1727272727272657,-2.2716494715103455,-0.073805073944186,-1,169,169
722484-99999,-2.0872192862952943e-14,-1.2131645491025982,1.2131645491025564,0,159,185
032260-99999,0.16363636363633915,-0.6421130470134521,0.9693857742861304,0,152,148
384660-99999,-0.4636363636363656,-1.4682888496689577,0.5410161223962264,0,91,109
014740-99999,0.16363636363638223,-0.24743637444892552,0.57470910172169,0,324,323
685800-99999,-0.09999999999997122,-0.5748803607861895,0.3748803607862471,0,115,124
637230-99999,0.16363636363639955,-0.9593325285202121,1.2866052557930112,0,166,165
768330-99999,-3.4272727272725545,-4.523454787738784,-2.331090666806325,-1,4,24
726400-14839,-0.4999999999999858,-0.9825370487153098,-0.017462951284661743,-1,264,284
761510-99999,0.9181818181818766,-2.295639227196494,4.132002863560247,0,360,325
311680-99999,-0.26363636363635345,-0.4803027691015703,-0.04696995817113661,-1,21,24
400220-99999,-0.32727272727271206,-0.6052182872681686,-0.0493271672772555,-1,188,213
220140-99999,0.9181818181818606,-0.441101747714185,2.277465384077906,0,246,238
033390-99999,0.4818181818181744,-0.3060919416107021,1.269728305247051,0,250,245
718000-99999,1.6909090909090114,0.5106503198949928,2.87116786192303,1,265,279
356990-99999,-0.7181818181817969,-1.3995240785515843,-0.03683955781200943,-1,30,31
034940-99999,3.254545454545241,-1.4487987867765852,7.957889695867067,0,238,250
994190-99999,0.38181818181815874,-0.04275067410052724,0.8063870377368447,0,256,302
916500-99999,0.3999999999999888,-0.29381489498818314,1.0938148949881608,0,83,121
249080-99999,0.1000000000000032,-0.31578970137687645,0.5157897013768828,0,212,249
864600-99999,-0.009090909090888388,-0.6214174256359458,0.603235607454169,0,87,93
724140-13866,-1.87272727272718,-2.4247161635641508,-1.3207383818902092,-1,249,219
232420-99999,-0.27272727272726094,-0.8671805894814699,0.32172604402694804,0,314,260
296490-99999,-1.3181818181817522,-2.326009897549614,-0.31035373881389017,-1,199,0
023160-99999,1.0727272727272177,0.669735944240118,1.4757186012143175,1,314,268
579220-99999,0.4363636363636143,-0.08008843978956548,0.9528157125167941,0,124,128
150330-99999,-0.009090909090931465,-0.5882895381441907,0.5701077199623278,0,179,182
151070-99999,0.1909090909090838,-0.07801403091257814,0.45983221273074576,0,296,357
444620-99999,-0.7000000000000113,-1.4630658412524333,0.06306584125241066,0,90,269
444770-99999,-1.1818181818181392,-1.6742359155684072,-0.6894004480678713,-1,266,217
031540-99999,-0.24545454545452028,-0.9118740752566337,0.4209649843475931,0,239,232
085890-99999,-1.0272727272726838,-1.8217162139784868,-0.23282924056688092,-1,46,44
710910-99999,-2.027272727272642,-3.389181128578419,-0.6653643259668653,-1,75,83
377560-99999,0.36363636363633667,-1.5516032142178287,2.2788759414905018,0,250,180
085240-99999,-0.15454545454545965,-0.39893442933549267,0.08984352024457337,0,5,17
043130-99999,0.5181818181817093,-0.7530689732995763,1.7894326096629949,0,350,354
418910-99999,-0.20909090909087835,-0.6141177071253721,0.1959358889436154,0,97,99
442030-99999,-0.24545454545453482,-0.48400536109794057,-0.006903729811129078,-1,344,340
802100-99999,-0.6636363636362543,-1.8364462387793932,0.5091735115068845,0,292,64
221650-99999,0.2545454545454584,-0.6485499970514153,1.157640906142332,0,133,199
879380-99999,-0.8363636363635982,-1.5739079063459145,-0.09881936638128208,-1,246,209
306750-99999,0.318181818181821,0.01663877118536733,0.6197248651782747,1,32,36
260590-99999,-0.12727272727270744,-0.3948820985802379,0.140336644034823,0,207,197
228450-99999,-0.1272727272726839,-0.6208342900525157,0.3662888355071478,0,220,202
718275-99999,0.7090909090908917,-0.10938834825018773,1.5275701664319712,0,252,270
471050-99999,-0.09999999999999742,-0.33933746515071883,0.13933746515072398,0,255,255
084290-99999,-0.09999999999999432,-0.38255664399032074,0.1825566439903321,0,80,107
600100-99999,-1.9909090909092475,-5.025903664342493,1.0440854825239976,0,306,282
804760-99999,-0.7636363636362979,-1.810548780150304,0.2832760528777081,0,29,46
442590-99999,-1.0545454545453885,-1.5547272229204885,-0.5543636861702885,-1,332,314
151400-99999,0.3999999999999879,-0.33716189152234466,1.1371618915223205,0,233,239
157250-99999,0.03636363636358686,-0.9066442048021631,0.9793714775293368,0,288,289
727826-24141,0.7090909090909028,0.21973645691267707,1.1984453612691284,1,293,298
915900-99999,0.46363636363635896,0.09454580000889928,0.8327269272638187,1,154,155
724288-99999,-0.3363636363636475,-0.8748647520913055,0.2021374793640105,0,250,253
641570-99999,nan,nan,nan,0,310.0,180.0
305140-99999,0.3999999999999697,0.029321396323782223,0.7706786036761573,1,303,258
843900-99999,-4.045454545454154,-8.56257056499432,0.4716614740860132,0,163,177
722026-12826,0.7999999999999696,0.2017643334205369,1.3982356665794025,1,76,106
299740-99999,1.8545454545453897,0.3664530228562981,3.342637886234481,1,112,150
325620-99999,34.80909090908934,12.031762046281582,57.5864197718971,1,293,22
161180-99999,0.6090909090908809,0.3847525341235957,0.8334292840581661,1,209,86
567860-99999,-0.2818181818181582,-0.5006426724694859,-0.06299369116683046,-1,203,207
762555-99999,-2.454545454545322,-3.5539165551079925,-1.355174353982651,-1,204,214
724345-03966,0.1909090909090878,-0.3600146357018764,0.741832817520052,0,247,251
476700-99999,-0.18181818181816833,-0.5484176670581513,0.18478130342181465,0,352,360
564850-99999,0.04545454545455385,-0.22831754865800752,0.3192266395671152,0,91,101
470310-99999,-0.16363636363634537,-0.7555546866801348,0.42828195940744407,0,291,312
296420-99999,-0.09999999999998543,-0.40954047673962996,0.2095404767396591,0,201,207
539750-99999,-0.0999999999999952,-0.4639622760018486,0.2639622760018582,0,244,281
783180-99999,-1.8363636363635625,-2.5319372538057396,-1.1407900189213853,-1,51,101
125950-99999,-0.19090909090906605,-0.5195929064688748,0.1377747246507427,0,239,219
131740-99999,0.3999999999999728,0.1220544400045176,0.677945559995428,1,226,225
234160-99999,0.5363636363636397,-0.2529765603104801,1.3257038330377595,0,223,218
948610-99999,-0.4727272727272398,-0.9514022030286816,0.005947657574202014,0,227,241
375490-99999,-1.3909090909090533,-2.795954447080834,0.014136265262727488,0,320,330
682680-99999,3.699999999999762,-0.8437522563140192,8.243752256313543,0,23,348
372720-99999,6.181818181817815,-0.7687141065314913,13.132350470167122,0,141,83
357910-99999,4.163636363636093,-0.6009538572548951,8.928226584527081,0,9,288
223830-99999,0.809090909090882,0.3766808345724723,1.2415009836092916,1,152,208
726988-24219,0.11818181818180173,-0.8626134532846942,1.0989770896482978,0,313,316
237760-99999,-0.7636363636363139,-1.322394224628164,-0.20487850264446394,-1,195,110
784850-99999,0.9999999999999925,0.44309540401728387,1.556904595982701,1,87,66
160720-99999,0.19999999999997442,-0.37172689272510273,0.7717268927250516,0,60,45
960730-99999,-0.01818181818182485,-0.22107193272637976,0.18470829636273006,0,313,290
918110-99999,1.6727272727272409,0.7809419043002337,2.564512641154248,1,70,81
537870-99999,0.6818181818181497,0.33127245221048196,1.0323639114258174,1,263,287
992150-99999,0.22727272727268932,-0.6558020137383648,1.1103474682837433,0,214,195
725460-14933,-1.018181818181775,-1.5655543355488724,-0.47080930081467753,-1,274,256
602850-99999,-0.518181818181807,-1.200626686349466,0.16426304998585206,0,23,13
655570-99999,-0.2090909090908926,-0.38666111337934905,-0.031520704802436156,-1,217,209
372670-99999,-0.599999999999941,-2.2738609910914525,1.0738609910915704,0,290,160
111450-99999,-0.018181818181812193,-0.5198645104658851,0.4835008741022607,0,179,55
292530-99999,-0.22727272727270176,-0.6074020696456339,0.15285661510023035,0,203,216
160330-99999,-0.545454545454511,-0.8936464641658414,-0.19726262674318062,-1,101,124
060960-99999,0.4000000000000039,-0.3441409444993174,1.1441409444993251,0,250,268
204710-99999,-0.5818181818181714,-1.3391041917007356,0.17546782806439287,0,123,71
674230-99999,0.07272727272721768,-0.8927362815786216,1.0381908270330569,0,116,124
623180-99999,-0.499999999999992,-0.932192673763321,-0.06780732623666302,-1,316,337
305760-99999,-0.20909090909086725,-0.7475920248185223,0.3294102066367878,0,86,197
719110-99999,-0.009090909090930133,-1.199557749319634,1.1813759311377738,0,60,335
280160-99999,0.5090909090908817,-0.4060994173780538,1.4242812355598171,0,201,280
029900-99999,1.172727272727344,-0.17927696433388762,2.5247315097885754,0,306,256
153100-99999,-0.7363636363636097,-1.2864337465234923,-0.18629352620372708,-1,351,326
718920-99999,0.5181818181817972,-0.015938317538576996,1.0523019539021714,0,130,122
718590-99999,-1.099999999999941,-1.5225163126798789,-0.6774836873200033,-1,286,311
649110-99999,-0.9999999999999298,-1.522062899431439,-0.47793710056842076,-1,210,208
537640-99999,0.2545454545454402,0.06358664662623634,0.44550426246464403,1,331,329
967810-99999,-0.5454545454545654,-1.7095978971090509,0.6186888061999201,0,325,279
722535-12909,0.7363636363635866,-0.07238367830781822,1.5451109510349914,0,126,100
649310-99999,-0.2999999999999985,-0.8649053652067803,0.2649053652067833,0,250,255
106334-99999,-0.5454545454545503,-1.4147188706647489,0.3238097797556482,0,287,220
722230-13894,-0.7909090909090555,-1.1411866141043805,-0.44063156771373047,-1,86,51
038960-99999,-0.1181818181818004,-1.9418108622296435,1.7054472258660427,0,258,276
485800-99999,-0.4999999999999625,-1.208923264529297,0.20892326452937204,0,125,23
476680-99999,-0.08181818181818157,-0.6487164576342541,0.485080093997891,0,279,259
471590-99999,0.47272727272725845,0.19376915724727317,0.7516853882072437,1,300,269
034060-99999,-0.58181818181815,-1.3208899873063271,0.15725362367002715,0,224,219
